seed,policy,tick,mass,massRatio,energy,energyRatio,freeEnergy,occupiedFraction,activity
102,Q_LEARNING,60,217.87447928189067,0.9387904136488925,37.13460702769953,0.20000973161580138,2606.1293156213796,0.03033447265625,0.025501999561091893
102,Q_LEARNING,90,129.49642454949208,0.5579818360074215,22.357334442419415,0.12041825185163506,2620.9065882236173,0.01708984375,0.020603809730342704
102,Q_LEARNING,120,77.09047636389732,0.3321719938589831,12.459389960335102,0.06710719303436807,2630.804531912363,0.010986328125,0.012349729790670949
102,Q_LEARNING,150,73.70366377413302,0.3175786959079074,12.29462422139477,0.06621975261523685,2630.9692980951804,0.01031494140625,0.009003869578766643
102,Q_LEARNING,180,75.42426647129469,0.3249925303465151,11.84947311427095,0.06382213592851928,2631.414449253978,0.01019287109375,0.008864375684173087
102,Q_LEARNING,210,75.35507643036544,0.32469440021508145,11.898609046824276,0.06408678568434818,2631.365312954862,0.01043701171875,0.009023920486399106
102,Q_LEARNING,240,76.73434881152934,0.33063749044536056,16.375238122651353,0.08819823997634568,2626.8886831771524,0.01055908203125,0.009079897758359934
102,Q_LEARNING,270,77.22562646307051,0.3327543365818466,12.67202226444897,0.06825244630302234,2630.591898483457,0.01092529296875,0.009169102698090015
102,Q_LEARNING,300,75.64491205615923,0.3259432610634284,11.636118711678591,0.06267299338421507,2631.627801990602,0.00970458984375,0.00910809177062788
102,Q_LEARNING,330,76.21048010094091,0.32838021403037154,11.983228405826594,0.06454255179144419,2631.280691943437,0.0101318359375,0.009185223675785892
102,Q_LEARNING,360,73.98820866062306,0.31880475970652256,13.714504406612832,0.07386733198938304,2629.5494155670895,0.01129150390625,0.008939897179075729
102,Q_LEARNING,390,77.86487930067233,0.3355087869324174,15.902382766566006,0.08565140616191544,2627.361536379205,0.01080322265625,0.00893259891822673
102,Q_LEARNING,420,76.52308319380973,0.32972717668441665,15.075373210582256,0.08119707171284937,2628.1885449631664,0.01068115234375,0.009262349196687225
102,Q_LEARNING,450,76.60325466684299,0.33007262425854195,22.218726992432494,0.11967170190561958,2621.0451907059614,0.010009765625,0.009213201545488658
102,Q_LEARNING,480,75.72402318008244,0.3262841397427344,16.310107225275715,0.08784744016057597,2626.9538093090086,0.0106201171875,0.009064597292859133
102,Q_LEARNING,510,76.79922720929608,0.3309170423142947,15.650739021683876,0.08429603439672813,2627.6131765986356,0.01080322265625,0.009175288718324737
102,Q_LEARNING,540,75.02981903706677,0.32329291196458215,14.797588750094292,0.07970090412589215,2628.4663261587775,0.010498046875,0.009004955595443676
102,Q_LEARNING,570,77.16767886211164,0.3325046485392019,15.079216978803743,0.08121777453191513,2628.1846974914224,0.0107421875,0.009110252757210446
102,Q_LEARNING,600,75.00836231124413,0.3232004579581424,15.217445989866974,0.08196228617798296,2628.046468189583,0.010498046875,0.009163009176414327
102,Q_LEARNING,630,77.0402396665886,0.3319555310130259,14.959666933631524,0.08057386917345216,2628.3042472448724,0.0106201171875,0.009146504409518919
102,Q_LEARNING,660,76.50033890875056,0.32962917476675646,16.335591640789062,0.08798470110165468,2626.9283225368345,0.01068115234375,0.009209329026447222
102,Q_LEARNING,690,76.32350473836414,0.32886722125796786,17.475519314604753,0.09412443560675483,2625.788394975083,0.01080322265625,0.009182318532245048
102,Q_LEARNING,720,74.79095623129979,0.3222636858112005,14.79321129834625,0.07967732684800055,2628.4707021920767,0.0103759765625,0.009070766205971026
102,Q_LEARNING,750,76.29352871328592,0.32873805879215046,15.125253430592238,0.08146573025580074,2628.138659922115,0.01068115234375,0.008933460713450359
102,Q_LEARNING,780,77.4169222577475,0.33357860319079513,15.285666535346536,0.08232972706625931,2627.9782468172925,0.0108642578125,0.009180740343623484
102,Q_LEARNING,810,75.24841728428146,0.32423482099221124,15.153310008638073,0.0816168450539409,2628.1106024315814,0.0103759765625,0.009176064274324602
102,Q_LEARNING,840,77.81277427403256,0.33528427371878383,15.418135367523064,0.08304321396410967,2627.8457772119873,0.01104736328125,0.009159189113599808
